Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
5234,Dai-2-Ji Super Robot Taisen Z Saisei-hen,PSP,2012,Strategy,Namco Bandai Games,0,0,0.36,0,0.36
8469,Phantasy Star Online 2,PSV,2013,Role-Playing,Sega,0,0,0.16,0,0.16
16130,Madden NFL 13,PS3,2012,Sports,Electronic Arts,0,0.01,0,0,0.01
7093,Alundra,PS,1997,Role-Playing,Psygnosis,0.13,0.09,0,0.01,0.23
6299,EyePet,PSP,2010,Simulation,Sony Computer Entertainment,0.02,0.17,0,0.09,0.27
397,The Legend of Zelda: Spirit Tracks,DS,2009,Action,Nintendo,1.43,0.94,0.74,0.27,3.38
4762,TNA iMPACT!,PS3,2008,Fighting,Midway Games,0.22,0.12,0,0.06,0.41
1649,WCW Mayhem,PS,1998,Fighting,Electronic Arts,0.68,0.46,0,0.08,1.22
6656,Madagascar: Escape 2 Africa,X360,2008,Action,Activision,0.12,0.1,0,0.03,0.25
13428,Toukiden Kiwami,PSP,2014,Action,Tecmo Koei,0,0,0.05,0,0.05
6841,Stella Glow,3DS,2015,Role-Playing,Atlus,0.16,0.01,0.05,0.02,0.24
13940,Tenshou Gakuen Gekkouroku,PS2,2006,Adventure,Asmik Ace Entertainment,0,0,0.04,0,0.04
11277,Martian Panic,Wii,2010,Adventure,Unknown,0.08,0,0,0,0.08
4357,PES 2009: Pro Evolution Soccer,Wii,2009,Sports,Konami Digital Entertainment,0.09,0.26,0.05,0.05,0.45
10775,Tokimeki Memorial: Taisen Pazurudama,PS,1996,Puzzle,Konami Digital Entertainment,0,0,0.09,0.01,0.1
9227,Persona 4: Arena Ultimax,PS3,2014,Fighting,Atlus,0,0.01,0.13,0,0.14
1500,LEGO Batman: The Videogame,PSP,N/A,Action,Warner Bros. Interactive Entertainment,0.57,0.46,0,0.28,1.32
9220,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,GC,2002,Fighting,Namco Bandai Games,0.04,0.01,0.08,0,0.14
4965,Junior Classic Games,DS,2009,Misc,Avanquest,0.26,0.09,0,0.03,0.39
685,Mario Tennis,N64,2000,Sports,Nintendo,0.78,0.4,1.06,0.07,2.32
15161,SBK: Snowboard Kids,DS,2005,Sports,Rising Star Games,0.02,0,0,0,0.02
14689,Dream Club Zero Portable,PSV,2011,Simulation,D3Publisher,0,0,0.03,0,0.03
7509,You Don't Know Jack,X360,2011,Misc,THQ,0.19,0,0,0.01,0.2
8903,Charm Girls Club: Pajama Party,Wii,2009,Misc,Electronic Arts,0.14,0,0,0.01,0.15
15179,Eureka Seven Vol. 2: The New Vision,PS2,2006,Shooter,Namco Bandai Games,0,0,0.02,0,0.02
7320,Steins;Gate,PSV,2013,Adventure,PQube,0.07,0.09,0,0.05,0.21
10121,Samurai Warriors 4-II,PS3,2015,Action,Tecmo Koei,0,0,0.11,0,0.11
4555,Backyard Baseball,GBA,2002,Sports,Atari,0.31,0.11,0,0.01,0.43
12035,Circuit Breakers,PS,1998,Racing,Mindscape,0.04,0.03,0,0,0.07
2977,Star Wars: Masters of Teras Kasi,PS,1997,Action,LucasArts,0.38,0.26,0,0.04,0.68
6412,Battle Arena Toshinden 3,PS,1996,Fighting,Sony Computer Entertainment,0.06,0.04,0.14,0.02,0.27
7608,Mahjongg Mysteries: Ancient Egypt,DS,2010,Puzzle,Avanquest,0.07,0.11,0,0.02,0.2
3276,Fighters MEGAMiX,SAT,1996,Fighting,Sega,0,0,0.62,0,0.62
4944,Skylanders Giants,WiiU,2012,Action,Activision,0.23,0.12,0,0.04,0.39
9215,Ben 10 Galactic Racing,DS,2011,Racing,D3Publisher,0.1,0.03,0,0.01,0.14
14113,Travel Coach: Europe 1,DS,2008,Misc,HMH Interactive,0,0.03,0,0,0.03
5804,40 Winks,PS,1999,Platform,GT Interactive,0.17,0.12,0,0.02,0.31
1840,Tom Clancy's Splinter Cell: Chaos Theory,XB,2005,Action,Ubisoft,0.68,0.38,0,0.05,1.11
11132,El Tigre: The Adventures of Manny Rivera,DS,2007,Platform,THQ,0.08,0,0,0.01,0.09
9161,Atari's Greatest Hits: Volume 1,DS,2010,Misc,Atari,0.13,0,0,0.01,0.14
13987,NHL Legacy,PS3,2015,Action,Electronic Arts,0.03,0,0,0.01,0.04
13685,Horses 3D,3DS,2012,Misc,Ubisoft,0.04,0,0,0,0.04
8532,SD Gundam G Generation 3D,3DS,2011,Role-Playing,Namco Bandai Games,0,0,0.16,0,0.16
10400,Shovel Knight,WiiU,2015,Platform,Yacht Club Games,0.06,0.04,0,0.01,0.11
16532,Hirameki Action: Chibikko Wagyan no Daiki na Bouken,DS,2009,Action,Namco Bandai Games,0,0,0.01,0,0.01
15309,Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,DS,2007,Misc,Tecmo Koei,0,0,0.02,0,0.02
3342,Fight Night Round 2,XB,2005,Fighting,Electronic Arts,0.42,0.16,0,0.02,0.6
7249,All-Star Baseball 2002,GC,2001,Sports,Acclaim Entertainment,0.17,0.04,0,0.01,0.22
7630,Magical ZhuZhu Princess: Carriages & Castles,DS,2011,Simulation,Activision,0.14,0.04,0,0.02,0.2
16480,"Shinobi, Koi Utsutsu: Setsugetsuka Koi Emaki",PSV,2015,Action,Idea Factory,0,0,0.01,0,0.01
3456,Kinect Sports Rivals,XOne,2014,Sports,Microsoft Game Studios,0.3,0.22,0.02,0.04,0.58
7954,Super Real Mahjong P V,SAT,1995,Misc,Seta Corporation,0,0,0.19,0,0.19
8111,Batman: Vengeance,GBA,2001,Adventure,Ubisoft,0.13,0.05,0,0,0.18
10447,Metal Slug 3,XB,2004,Shooter,Ignition Entertainment,0.08,0.02,0,0,0.1
11742,Myst,PS,1995,Adventure,Psygnosis,0,0,0.07,0,0.07
818,Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,2005,Role-Playing,Nintendo,0.71,0.52,0.74,0.08,2.06
16169,Smiley World: Island Challenge,DS,2009,Puzzle,Zoo Digital Publishing,0.01,0,0,0,0.01
15882,PachiPara 3D,3DS,2011,Misc,Irem Software Engineering,0,0,0.02,0,0.02
4235,Country Dance 2,Wii,2011,Misc,GameMill Entertainment,0.44,0,0,0.03,0.46
9267,The X-Factor,PS3,2010,Misc,Deep Silver,0,0.1,0,0.03,0.14
1872,Star Wars: The Force Unleashed,PSP,2008,Action,LucasArts,0.43,0.41,0,0.25,1.09
12048,Enemy Front,PS3,2014,Shooter,City Interactive,0.01,0.05,0,0.01,0.07
5669,From TV Animation One Piece: Grand Battle! 3,PS2,2003,Fighting,Namco Bandai Games,0,0,0.32,0,0.32
10437,Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,2007,Simulation,Konami Digital Entertainment,0,0,0.1,0,0.1
1662,Dino Crisis 2,PS,2000,Action,Virgin Interactive,0.34,0.49,0.28,0.1,1.21
8731,James Noir's Hollywood Crimes,3DS,2011,Adventure,Ubisoft,0.07,0.07,0,0.02,0.15
4952,Chessmaster,PS2,2003,Misc,Ubisoft,0.19,0.15,0,0.05,0.39
7454,LEGO The Hobbit,PSV,2014,Action,Warner Bros. Interactive Entertainment,0.03,0.13,0,0.05,0.21
10997,Skies of Arcadia,DC,2000,Role-Playing,Sega,0,0,0.09,0,0.09
11335,Miami Nights: Singles in the City,DS,2008,Simulation,Ubisoft,0.08,0,0,0.01,0.08
8854,J-League Victory Goal,SAT,1995,Sports,Sega,0,0,0.15,0,0.15
14079,Hotel Giant 2,PC,2008,Strategy,JoWood Productions,0,0.03,0,0.01,0.04
2165,My Weight Loss Coach,DS,2008,Sports,Ubisoft,0.3,0.54,0,0.11,0.96
4304,Disney Guilty Party,Wii,2010,Misc,Disney Interactive Studios,0.43,0,0,0.03,0.46
5441,Sengoku Musou 3 Z,PS3,2011,Action,Ackkstudios,0,0,0.33,0,0.33
1483,Pokemon Ranger: Guardian Signs,DS,2010,Role-Playing,Nintendo,0.51,0.17,0.58,0.06,1.33
10597,3D Tank Warfare Simulator Panzer Front,PS,1999,Simulation,Avalon Interactive,0.06,0.04,0,0.01,0.1
8314,Pursuit Force: Extreme Justice,PSP,2007,Action,Sony Computer Entertainment,0.07,0.07,0,0.03,0.17
2963,Assassin's Creed IV: Black Flag,PC,2013,Action,Ubisoft,0.22,0.38,0,0.1,0.69
671,Kinect Sports: Season Two,X360,2011,Sports,Microsoft Game Studios,1.38,0.74,0.02,0.22,2.36
8433,NASCAR '15,X360,2015,Sports,Deep Silver,0.15,0,0,0.02,0.17
4481,Naruto: Ultimate Ninja 3,PS2,2005,Fighting,Atari,0.36,0.01,0,0.06,0.44
8219,Monkey Island: Special Edition Collection,PC,2011,Adventure,LucasArts,0,0.14,0,0.04,0.17
7077,Critical Depth,PS,1997,Action,GT Interactive,0.13,0.09,0,0.01,0.23
13408,Wolfenstein,PC,2009,Shooter,Activision,0.01,0.03,0,0.01,0.05
14598,Drome Racers,GC,2003,Racing,Electronic Arts,0.02,0.01,0,0,0.03
14353,A Good Librarian Like a Good Shepherd: Library Party,PSV,2015,Action,Kaga Create,0,0,0.03,0,0.03
5513,Battlestations: Pacific,X360,2009,Strategy,Eidos Interactive,0.17,0.12,0.01,0.03,0.33
9370,Hulk Hogan's Main Event,X360,2011,Fighting,505 Games,0.1,0.02,0,0.01,0.13
10542,The Destiny of Zorro,Wii,2009,Action,505 Games,0.1,0,0,0.01,0.1
6671,Final Fantasy II,WS,2001,Role-Playing,SquareSoft,0,0,0.25,0,0.25
7239,Touch the Dead,DS,2007,Shooter,Eidos Interactive,0.2,0,0,0.02,0.22
6172,MX SuperFly featuring Ricky Carmichael,PS2,2002,Racing,THQ,0.14,0.11,0,0.04,0.28
11777,Santa Claus Is Comin' to Town!,DS,2011,Puzzle,Crave Entertainment,0.07,0,0,0.01,0.07
10319,Yamaha Supercross,DS,2009,Racing,Zoo Digital Publishing,0.1,0,0,0.01,0.11
12621,Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,DS,2006,Misc,Nintendo,0,0,0.06,0,0.06
8651,Imagine: Ice Champions,DS,2007,Sports,Spike,0.15,0,0,0.01,0.16
6104,The Golden Compass,PS3,2007,Action,Sega,0.14,0.1,0,0.05,0.29
5508,Way of the Samurai 2,PS2,2003,Action,Capcom,0.05,0.04,0.23,0.01,0.33
11810,Godai: Elemental Force,PS2,2002,Action,3DO,0.04,0.03,0,0.01,0.07
12244,Walt Disney Pictures Presents Enchanted,DS,2007,Platform,Disney Interactive Studios,0.04,0.01,0,0.01,0.07
10586,Little League World Series Baseball 2008,Wii,2008,Sports,Activision,0.09,0,0,0.01,0.1
11705,Tears to Tiara: Garland of the Earth,PS3,2008,Strategy,Aqua Plus,0,0,0.08,0,0.08
3332,Naruto: Ultimate Ninja,PS2,2003,Fighting,Atari,0.5,0.02,0,0.08,0.61
382,Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,2.26,0.89,0,0.3,3.46
12754,Scrabble Blast!,GBA,2005,Misc,Zoo Digital Publishing,0.04,0.01,0,0,0.06
9558,Fuse (Insomniac),X360,2013,Shooter,Electronic Arts,0.08,0.04,0,0.01,0.13
2718,FIFA 15,Wii,2014,Sports,Electronic Arts,0.24,0.46,0,0.06,0.76
7137,FaceBreaker K.O. Party,Wii,2008,Fighting,Electronic Arts,0.2,0.01,0,0.02,0.22
9017,Rayman 3,GBA,2003,Platform,Ubisoft,0.1,0.04,0,0,0.14
12731,Nights of Azure,PS4,2015,Action,Tecmo Koei,0.03,0.02,0,0.01,0.06
12309,Kururin Paradise,GBA,2002,Puzzle,Unknown,0,0,0.06,0,0.06
5684,Power Rangers: Time Force,PS,2001,Action,THQ,0.18,0.12,0,0.02,0.32
6020,Ford Mustang: The Legend Lives,PS2,2005,Racing,Take-Two Interactive,0.14,0.11,0,0.04,0.29
9815,Fat Princess: Fistful of Cake,PSP,2010,Action,Sony Computer Entertainment,0.08,0.02,0,0.02,0.12
6547,Loving Life with Hello Kitty & Friends,DS,2011,Misc,Rising Star Games,0.15,0.08,0,0.02,0.26
7974,Jurassic: The Hunted,PS3,2009,Shooter,Activision,0.17,0,0,0.02,0.19
7286,Pass the Pigs,DS,2008,Misc,THQ,0.2,0,0,0.02,0.22
11101,Spider-Man: Edge of Time,Wii,2011,Action,Activision,0.06,0.02,0,0.01,0.09
152,Resident Evil 2,PS,1998,Action,Virgin Interactive,1.88,1.47,2.02,0.45,5.82
13862,Mobile Suit Gundam: Mokuba no Kiseki,PSP,2012,Action,Namco Bandai Games,0,0,0.04,0,0.04
3320,Madden NFL 2003,GBA,2002,Sports,Electronic Arts,0.44,0.16,0,0.01,0.61
725,LEGO Indiana Jones: The Original Adventures,DS,2008,Action,Activision,1.42,0.61,0,0.21,2.23
3805,Tiger Woods PGA Tour 11,X360,2010,Sports,Electronic Arts,0.28,0.2,0,0.05,0.53
13382,Intellivision Lives!,XB,2004,Misc,Crave Entertainment,0.03,0.01,0,0,0.05
4902,The House of The Dead III,XB,2002,Shooter,Sega,0.29,0.08,0,0.01,0.39
3003,Mass Effect,PC,2008,Role-Playing,Electronic Arts,0,0.59,0,0.09,0.68
2914,Lalaloopsy,DS,2011,Simulation,Activision,0.54,0.1,0,0.06,0.7
3419,SoulCalibur V,X360,2012,Fighting,Namco Bandai Games,0.39,0.14,0.02,0.04,0.59
6408,Payday 2,PS4,2015,Shooter,505 Games,0.09,0.14,0,0.04,0.27
11984,Battlezone: Rise of the Black Dogs,N64,2000,Strategy,Crave Entertainment,0.06,0.01,0,0,0.07
3787,Kirby and the Rainbow Curse,WiiU,2015,Platform,Nintendo,0.23,0.14,0.12,0.04,0.53
14199,Mashiro Iro Symphony: *mutsu-no-hana,PSP,2011,Adventure,Comfort,0,0,0.03,0,0.03
3938,Dishonored,PC,2012,Action,Bethesda Softworks,0.26,0.19,0,0.06,0.51
13024,Trick x Logic: Season 1,PSP,2010,Adventure,Sony Computer Entertainment,0,0,0.05,0,0.05
2303,We Ski & Snowboard,Wii,2008,Sports,Atari,0.38,0.29,0.15,0.08,0.9
11425,Adventure Time: Explore the Dungeon Because I Don't Know!,X360,2013,Action,D3Publisher,0.03,0.04,0,0.01,0.08
16275,Chaos;Head Noah,PSV,2014,Adventure,5pb,0,0,0.01,0,0.01
16511,The Rise of the Argonauts,PC,2008,Role-Playing,Codemasters,0,0.01,0,0,0.01
14182,Women's Volleyball Championship,PS2,2007,Sports,Spike,0,0,0.03,0,0.03
7481,BeyBlade VForce: Super Tournament Battle,GC,2002,Action,Atari,0.16,0.04,0,0.01,0.21
15770,Still Life 2,PC,2009,Adventure,Rondomedia,0,0.01,0,0,0.02
1307,Super Monkey Ball,GC,2001,Puzzle,Atari,0.95,0.37,0.1,0.04,1.46
5856,Blazing Heroes,SAT,1995,Role-Playing,Sega,0,0,0.3,0,0.3
12783,BattleBots: Beyond the BattleBox,GBA,2002,Action,Vivendi Games,0.04,0.01,0,0,0.06
14609,Detective Opera: Milky Holmes 2,PSP,2012,Adventure,BushiRoad,0,0,0.03,0,0.03
413,Wii Music,Wii,2008,Misc,Nintendo,1.36,1.13,0.46,0.32,3.27
16038,Kaitou Rousseau,DS,2006,Action,Namco Bandai Games,0,0,0.01,0,0.01
6603,Metroid Prime Pinball,DS,2005,Misc,Nintendo,0.21,0,0.02,0.02,0.26
1453,SaGa Frontier,PS,1997,Role-Playing,SquareSoft,0.15,0.04,1.07,0.09,1.35
1547,WWE '13,X360,2012,Action,THQ,0.72,0.45,0,0.11,1.28
15679,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02
11649,Urban Reign,PS2,2005,Action,Namco Bandai Games,0.04,0.03,0,0.01,0.08
8524,N2O: Nitrous Oxide,PS,1998,Racing,Gremlin Interactive Ltd,0.09,0.06,0,0.01,0.16
1968,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006,Shooter,Sony Computer Entertainment,0.81,0.11,0,0.13,1.05
1143,Gears of War: Judgment,X360,2013,Shooter,Microsoft Game Studios,0.92,0.53,0.03,0.13,1.61
11537,Bleach: Erabareshi Tamashii,PS2,2005,Adventure,Sony Computer Entertainment,0,0,0.08,0,0.08
1692,Pro Evolution Soccer 2008,Wii,2008,Sports,Konami Digital Entertainment,0.09,0.84,0.11,0.15,1.19
12136,Hammerin' Hero,PSP,2008,Action,Irem Software Engineering,0.06,0,0,0.01,0.07
10711,Arcania: Gothic 4,X360,2010,Role-Playing,JoWood Productions,0.03,0.04,0.01,0.01,0.1
10890,The Legend of Heroes: A Tear of Vermillion,PSP,2005,Role-Playing,Namco Bandai Games,0.08,0,0,0.01,0.09
15081,HatsuKare * Renai Debut Sengen!,PSP,2013,Adventure,FuRyu,0,0,0.02,0,0.02
13184,"Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o",PS2,2007,Adventure,505 Games,0,0,0.05,0,0.05
10546,Metal Gear Solid HD Edition,PS3,2011,Action,Konami Digital Entertainment,0,0,0.1,0,0.1
54,Super Mario 3D Land,3DS,2011,Platform,Nintendo,4.89,2.99,2.13,0.78,10.79
11511,Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars,GBA,2004,Strategy,Nintendo,0,0,0.08,0,0.08
1275,007: Quantum of Solace,X360,2008,Action,Activision,0.82,0.52,0.01,0.14,1.49
15653,Space Channel 5: Ulala's Cosmic Attack,GBA,2002,Misc,Atari,0.01,0,0,0,0.02
12834,Speed Kings,XB,2003,Racing,Acclaim Entertainment,0.04,0.01,0,0,0.05
6260,Pro Evolution Soccer 2013,PSP,2012,Sports,Konami Digital Entertainment,0,0.07,0.18,0.03,0.28
8233,The Chronicles of Narnia: Prince Caspian,PS3,2008,Action,Disney Interactive Studios,0.14,0.02,0,0.02,0.17
7421,Bastard!! Utsuro Naru Kamigami no Utsuwa,PS,1996,Role-Playing,Seta Corporation,0,0,0.2,0.01,0.21
2044,Prince of Persia,X360,2008,Action,Ubisoft,0.54,0.35,0.02,0.1,1.01
15644,Grisaia no Rakuen: Le Eden de la Grisaia,PSV,2014,Adventure,Prototype,0,0,0.02,0,0.02
4676,NBA Jam,PS2,2003,Sports,Acclaim Entertainment,0.2,0.16,0,0.05,0.41
898,Monopoly,Wii,2008,Misc,Electronic Arts,0.87,0.85,0,0.2,1.92
5111,Reel Fishing III,PS2,2003,Sports,Natsume,0.18,0.14,0,0.05,0.37
12906,Arcana Heart 3,X360,2011,Fighting,PQube,0,0.03,0.02,0,0.05
5335,Jikkyou Powerful Pro Yakyuu 7,PS2,2000,Sports,Konami Digital Entertainment,0,0,0.35,0,0.35
10203,Soma Bringer,DS,2008,Role-Playing,Nintendo,0,0,0.11,0,0.11
9895,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,2011,Action,THQ,0.07,0.03,0,0.01,0.12
7502,Mary-Kate and Ashley: Girls Night Out,GBA,2002,Misc,Acclaim Entertainment,0.15,0.05,0,0,0.2
11438,Worms: A Space Oddity,Wii,2008,Strategy,THQ,0.06,0.02,0,0.01,0.08
4124,Football Manager 2015,PC,2014,Simulation,Sega,0,0.43,0,0.05,0.48
7055,Deadly Creatures,Wii,2009,Action,THQ,0.08,0.12,0,0.03,0.23
2682,Maximo: Ghosts to Glory,PS2,2001,Platform,Capcom,0.38,0.29,0,0.1,0.77
1058,NCAA Football 07,PS2,2006,Sports,Electronic Arts,1.41,0.05,0,0.23,1.7
690,Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,0.28,0,2.02,0.01,2.31
1627,Bayonetta,PS3,2009,Action,Sega,0.44,0.41,0.21,0.17,1.23
773,Toy Story 3: The Video Game,DS,2010,Action,Disney Interactive Studios,0.93,0.97,0.02,0.21,2.12
14482,The Peanuts Movie: Snoopy's Grand Adventure,3DS,2015,Action,Activision,0,0.03,0,0,0.03
4932,All-Star Baseball 2000,N64,1999,Sports,Acclaim Entertainment,0.36,0.03,0,0,0.39
1742,EA Sports Active: More Workouts,Wii,2009,Sports,Electronic Arts,0.78,0.28,0,0.1,1.16
47,Super Mario 64,N64,1996,Platform,Nintendo,6.91,2.85,1.91,0.23,11.89
8643,F-Zero: GP Legend,GBA,2003,Racing,Nintendo,0.11,0.04,0,0,0.16
7100,BlowOut,PS2,2003,Shooter,Zoo Digital Publishing,0.11,0.09,0,0.03,0.23
1930,NHL 99,PS,1997,Sports,Electronic Arts,0.59,0.4,0,0.07,1.07
6716,NBA Jam Tournament Edition,PS,1995,Sports,Acclaim Entertainment,0.14,0.09,0,0.02,0.25
10274,GiFTPiA,GC,N/A,Role-Playing,Unknown,0,0,0.11,0,0.11
1852,The Legend of Zelda: Tri Force Heroes,3DS,2015,Action,Nintendo,0.52,0.33,0.17,0.08,1.1
4749,Armored Core 2: Another Age,PS2,2001,Simulation,Metro 3D,0.11,0.08,0.19,0.03,0.41
13760,Saru! Get You! Pipo Saru Senki,PSP,2009,Role-Playing,Sony Computer Entertainment,0,0,0.04,0,0.04
2081,Puzzler Collection,DS,2008,Puzzle,Ubisoft,0.17,0.78,0,0.04,1
10582,World Series of Poker 2008: Battle for the Bracelets,PS3,2007,Misc,Activision,0.08,0.01,0,0.01,0.1
8514,The Legend of Heroes VII: The Trail of Zero,PSP,2010,Role-Playing,Falcom Corporation,0,0,0.16,0,0.16
14868,Moyashimon DS,DS,2009,Action,Takara Tomy,0,0,0.03,0,0.03
16533,Sébastien Loeb Rally Evo,XOne,2016,Racing,Milestone S.r.l,0,0.01,0,0,0.01
2047,Ninja Gaiden II,X360,2008,Action,Tecmo Koei,0.65,0.22,0.05,0.1,1.01
12583,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005,Action,Konami Digital Entertainment,0.05,0,0,0,0.06
15228,Diabolik Lovers: More Blood,PSV,2015,Adventure,Idea Factory,0,0,0.02,0,0.02
16000,Black Cat,PS2,2006,Action,Capcom,0,0,0.01,0,0.01
4719,LEGO Jurassic World,PSV,2015,Action,Warner Bros. Interactive Entertainment,0.09,0.23,0,0.09,0.41
4908,The Darkness II,X360,2012,Shooter,Take-Two Interactive,0.24,0.12,0,0.03,0.39
12013,Ghost in the Shell: Stand Alone Complex,PSP,2005,Adventure,Atari,0.06,0,0,0.01,0.07
4358,Yu-Gi-Oh! Destiny Board Traveler,GBA,2004,Misc,Konami Digital Entertainment,0.32,0.12,0,0.01,0.45
3900,Summoner,PS2,2000,Role-Playing,THQ,0.25,0.2,0,0.07,0.51
5107,Phantasy Star Portable 2: Infinity,PSP,2011,Role-Playing,Sega,0,0,0.37,0,0.37
12393,There,PS,2002,Simulation,Infogrames,0.03,0.02,0,0,0.06
7034,Ultimate Duck Hunting: Hunting & Retrieving Ducks,Wii,2007,Sports,Detn8 Games,0.21,0,0,0.02,0.23
10359,Saigo no Yakusoku no Monogatari,PSP,2011,Role-Playing,Unknown,0,0,0.11,0,0.11
14698,Prince of Persia (2008),PC,2008,Action,Ubisoft,0,0.02,0,0,0.03
8171,Juiced,XB,2005,Racing,THQ,0.13,0.04,0,0.01,0.18
273,Gran Turismo 5 Prologue,PS3,2007,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2
1043,Game Party 3,Wii,2009,Puzzle,Warner Bros. Interactive Entertainment,1.43,0.16,0,0.12,1.71
2217,Phantasy Star Portable,PSP,2008,Role-Playing,Sega,0.19,0.06,0.63,0.05,0.94
8823,NBA Street Homecourt,PS3,2007,Sports,Electronic Arts,0.12,0.02,0,0.02,0.15
11433,Little League World Series Baseball: Double Play,DS,2010,Sports,Activision,0.08,0,0,0.01,0.08
7431,Way of the Samurai 3,X360,2009,Action,Gamebridge,0.12,0.05,0.02,0.02,0.21
16593,Eiyuu Densetsu: Sora no Kiseki Material Collection Portable,PSP,2007,Role-Playing,Falcom Corporation,0,0,0.01,0,0.01
1289,SoulCalibur IV,PS3,2008,Fighting,Ubisoft,0.72,0.41,0.14,0.2,1.47
12866,Learn Science,DS,2010,Misc,DreamCatcher Interactive,0.05,0,0,0,0.05
6215,Real Pool,PS2,2000,Sports,Midas Interactive Entertainment,0.14,0.11,0,0.04,0.28
10760,Luminous Arc 2 (JP sales),DS,N/A,Role-Playing,Unknown,0,0,0.1,0,0.1
9590,Derby Stallion Advance,GBA,2002,Sports,Enterbrain,0,0,0.12,0,0.13
7139,Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,PS3,2011,Action,Namco Bandai Games,0,0,0.22,0,0.22
10012,NASCAR 07,PS2,2006,Racing,Electronic Arts,0.06,0.04,0,0.01,0.11
4411,Yu-Gi-Oh! Capsule Monster Coliseum,PS2,2004,Misc,Konami Digital Entertainment,0.22,0.17,0,0.06,0.44
12373,Mega Minis Volume 3,PSP,2011,Misc,Sony Computer Entertainment,0,0.05,0,0.02,0.06
2133,Mass Effect 3,PC,2012,Role-Playing,Electronic Arts,0.4,0.44,0,0.13,0.97
11681,The Legend of Kage 2,DS,2008,Action,Square Enix,0.07,0,0,0,0.08
2160,Star Soldier,NES,1986,Shooter,Hudson Soft,0.32,0.06,0.57,0.01,0.96
11661,"Ni Hao, Kai-lan: Super Game Day",PS2,2009,Misc,Take-Two Interactive,0.04,0.03,0,0.01,0.08
3347,Disney Infinity,WiiU,2013,Action,Disney Interactive Studios,0.33,0.22,0,0.05,0.6
10041,Heart Catch PreCure! Oshare Collection,DS,2010,Action,Namco Bandai Games,0,0,0.11,0,0.11
5892,Harry Potter and the Order of the Phoenix,X360,2007,Action,Electronic Arts,0.24,0.04,0,0.02,0.3
4799,NFL GameDay 2003,PS2,N/A,Sports,Unknown,0.2,0.15,0,0.05,0.4
4108,Wu-Tang: Shaolin Style,PS,1998,Fighting,Activision,0.27,0.18,0,0.03,0.48
3600,Lips: Number One Hits,X360,2009,Misc,Microsoft Game Studios,0.15,0.35,0,0.07,0.56
7452,Super Robot Taisen K,DS,2009,Strategy,Namco Bandai Games,0,0,0.21,0,0.21
9490,The History Channel: Great Battles - Medieval,X360,2010,Strategy,Slitherine Software,0.08,0.04,0,0.01,0.13
998,BioShock Infinite,PS3,2013,Shooter,Take-Two Interactive,0.72,0.69,0.04,0.31,1.76
2063,NES Open Tournament Golf,NES,1991,Sports,Nintendo,0.41,0.1,0.47,0.02,1
11867,Just Dance: Disney Party 2,X360,2015,Action,Ubisoft,0.05,0.01,0,0.01,0.07
5495,Extra Bases,GB,1990,Sports,Namco Bandai Games,0,0,0.33,0,0.33
13735,NHL Hitz Pro,GC,N/A,Sports,Unknown,0.03,0.01,0,0,0.04
2709,Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,2005,Role-Playing,Capcom,0.09,0.03,0.62,0.02,0.76
13557,WarTech: Senko no Ronde,X360,2006,Fighting,Ubisoft,0.04,0,0,0,0.04
794,Dead Rising,X360,2006,Action,Capcom,1.16,0.65,0.08,0.2,2.09
4948,Marvel: Ultimate Alliance,PS3,2006,Role-Playing,Activision,0.33,0.02,0,0.04,0.39
4960,Ice Age 2: The Meltdown,PS2,2006,Platform,Vivendi Games,0.19,0.15,0,0.05,0.39
739,Pro Yakyuu Family Stadium,NES,1986,Sports,Namco Bandai Games,0.15,0,2.05,0,2.2
14808,Galileo,DS,2008,Adventure,D3Publisher,0,0,0.03,0,0.03
13447,Hakuouki SSL: Sweet School Life,PSV,2014,Adventure,Idea Factory,0,0,0.05,0,0.05
3255,Tak 2: The Staff of Dreams,PS2,2004,Platform,THQ,0.3,0.24,0,0.08,0.62
1277,New Play Control! Mario Power Tennis,Wii,2009,Sports,Nintendo,0.37,0.69,0.28,0.14,1.48
267,Daxter,PSP,2006,Platform,Sony Computer Entertainment,2.45,1.02,0,0.75,4.22
